"Street","City","State","Zip","Price","SqFt","Acreage","Beds","Baths","geoadd","Latitude","Longitude","CheckAddDuplicate"
"3343 Sag Harbor Ct","Buford","GA",30519,2955,2599,0,5,3,"3343 Sag Harbor Ct, Buford, GA 30519",34.0889248,-83.9402501,FALSE
"2797 Lost Mill Trce","Buford","GA",30519,3299,3049,0.25,5,3,"2797 Lost Mill Trce, Buford, GA 30519",34.094505,-83.9707011,FALSE
"4284 Friar Tuck Ln","Buford","GA",30519,2100,2192,0.53,3,3,"4284 Friar Tuck Ln, Buford, GA 30519",34.1121882,-83.9701411,FALSE
"3151 Greenbrier Ct","Buford","GA",30519,2300,2168,0,4,2,"3151 Greenbrier Ct, Buford, GA 30519",34.1040218,-83.9459165,FALSE
"3321 Deaton Trl","Buford","GA",30519,2500,2577,0.32,4,3,"3321 Deaton Trl, Buford, GA 30519",34.1112022,-83.9470124,FALSE
"4685 White Buckeye Dr","Buford","GA",30518,3500,2800,0,4,3,"4685 White Buckeye Dr, Buford, GA 30518",34.1084828,-84.0233181,FALSE
"6303 Bluegrass Ln","Flowery Branch","GA",30542,2395,2432,1.53,3,2,"6303 Bluegrass Ln, Flowery Branch, GA 30542",34.1558708,-83.9359277,FALSE
"6310 Spring Cove Dr","Flowery Branch","GA",30542,2285,2409,0.5,4,2.5,"6310 Spring Cove Dr, Flowery Branch, GA 30542",34.2006431,-83.937486,FALSE
"6238 Shoreview Cir","Flowery Branch","GA",30542,2050,1775,0,3,3,"6238 Shoreview Cir, Flowery Branch, GA 30542",34.1827625,-83.9353757,FALSE
"7010 Valley Forge Dr","Flowery Branch","GA",30542,2170,1812,1,3,2.5,"7010 Valley Forge Dr, Flowery Branch, GA 30542",34.1912028,-83.9330114,FALSE
"5995 Azalea Ridge Dr","Douglasville","GA",30135,2415,2754,1.5,4,3,"5995 Azalea Ridge Dr, Douglasville, GA 30135",33.6399072,-84.8431291,FALSE
"114 Thorpe Rd ","Jackson","GA",30233,1195,790,1.2,2,1,"114 Thorpe Rd , Jackson, GA 30233",33.3703106,-83.8836559,FALSE
"40 Triumph Trl","Covington","GA",30016,2480,2133,0,4,3,"40 Triumph Trl, Covington, GA 30016",33.454358,-83.902708,FALSE
"100 Victory Ln","Covington","GA",30016,2430,2133,0.59,4,3,"100 Victory Ln, Covington, GA 30016",33.455423,-83.899328,FALSE
"175 Aspen Forest Dr","Covington","GA",30016,1645,1000,0.7,2,1,"175 Aspen Forest Dr, Covington, GA 30016",33.4690398,-83.9018956,FALSE
"15 Wilmington Dr","Covington","GA",30016,1769,1380,1.15,3,2,"15 Wilmington Dr, Covington, GA 30016",33.4606434,-83.8943626,FALSE
"60 Victory Ln","Covington","GA",30016,2430,2313,0.62,4,3,"60 Victory Ln, Covington, GA 30016",33.455351,-83.900932,FALSE
"150 Pine Ridge Rd","Covington","GA",30016,2045,2688,1,4,2.5,"150 Pine Ridge Rd, Covington, GA 30016",33.4471153,-83.8716957,FALSE
"30 Cashew Ct","Covington","GA",30016,1449,1820,0.72,3,2,"30 Cashew Ct, Covington, GA 30016",33.4762054,-83.9239307,FALSE
"40 Cheyenne Dr","Covington","GA",30016,2079,1838,0.62,3,2,"40 Cheyenne Dr, Covington, GA 30016",33.4957861,-83.9261441,FALSE
"30 Triumph Trl","Covington","GA",30016,2325,2133,0,4,3,"30 Triumph Trl, Covington, GA 30016",33.454747,-83.902547,FALSE
"160 Homeplace Dr","Covington","GA",30016,2079,1758,0.6,4,2,"160 Homeplace Dr, Covington, GA 30016",33.4879309,-83.905579,FALSE
"15 Cheyenne Dr","Covington","GA",30016,2039,1907,0.98,3,2,"15 Cheyenne Dr, Covington, GA 30016",33.4951806,-83.927137,FALSE
"165 Homeplace Dr","Covington","GA",30016,1899,1582,0.71,3,2,"165 Homeplace Dr, Covington, GA 30016",33.4885252,-83.9052479,FALSE
"245 Cypress Dr","Covington","GA",30016,1945,1595,1.8,4,3,"245 Cypress Dr, Covington, GA 30016",33.47857,-83.9085587,FALSE
"20 Harvey Wood Dr","Covington","GA",30016,1899,1628,1.39,3,2,"20 Harvey Wood Dr, Covington, GA 30016",33.5001702,-83.9306327,FALSE
"45 Brighton Dr","Covington","GA",30016,1999,1346,0.7,3,2,"45 Brighton Dr, Covington, GA 30016",33.4801998,-83.9071103,FALSE
"565 Mountainview Dr","Covington","GA",30016,1775,1484,0.6,3,2,"565 Mountainview Dr, Covington, GA 30016",33.5193125,-83.9048962,FALSE
"90 Wynfield Keep","Covington","GA",30016,2195,2217,0.6,4,3,"90 Wynfield Keep, Covington, GA 30016",33.5554674,-83.9328666,FALSE
"85 Dayton Way","Covington","GA",30016,1795,1656,0.74,4,2.5,"85 Dayton Way, Covington, GA 30016",33.5513071,-83.9098002,FALSE
"110 Tamalynn Trl","Covington","GA",30016,2025,2107,0.51,4,2,"110 Tamalynn Trl, Covington, GA 30016",33.5676491,-83.9249029,FALSE
"85 Stone Commons Way","Covington","GA",30016,1905,1478,0.32,3,2,"85 Stone Commons Way, Covington, GA 30016",33.5599685,-83.8724618,FALSE
"375 Mountainview Dr","Covington","GA",30016,1745,1684,0.6,3,2.5,"375 Mountainview Dr, Covington, GA 30016",33.5245192,-83.9066137,FALSE
"15 Whitehead Ct","Covington","GA",30016,1950,1334,0.6,3,2,"15 Whitehead Ct, Covington, GA 30016",33.5372117,-83.9005712,FALSE
"250 Mountain Ln","Covington","GA",30016,1925,1372,1.1,3,2,"250 Mountain Ln, Covington, GA 30016",33.5218574,-83.9092208,FALSE
"25 Lewis Ln","Covington","GA",30016,1725,1322,0.65,3,2,"25 Lewis Ln, Covington, GA 30016",33.5537083,-83.9054549,FALSE
"130 Mountain Ln","Covington","GA",30016,1745,1579,0.65,3,2,"130 Mountain Ln, Covington, GA 30016",33.5230845,-83.9129038,FALSE
"75 Michael Ryan Dr","Covington","GA",30014,2030,1822,0,3,3,"75 Michael Ryan Dr, Covington, GA 30014",33.567453,-83.901399,FALSE
"185 Green Commons Dr","Covington","GA",30016,1750,1572,2.08,3,3,"185 Green Commons Dr, Covington, GA 30016",33.5482913,-83.9060757,FALSE
"270 Mountain Ln","Covington","GA",30016,1775,1428,1.09,3,2,"270 Mountain Ln, Covington, GA 30016",33.5212886,-83.9091795,FALSE
"90 Lumby Ln","Covington","GA",30016,2045,1837,0.67,4,3,"90 Lumby Ln, Covington, GA 30016",33.5263705,-83.9328045,FALSE
"60 Trelawney Dr","Covington","GA",30016,1870,1486,0.47,5,4,"60 Trelawney Dr, Covington, GA 30016",33.5740763,-83.9217999,FALSE
"6126 Avery St","Covington","GA",30014,2000,1600,0,3,2.5,"6126 Avery St, Covington, GA 30014",33.5880488,-83.8729173,FALSE
"210 N Greenfield Cir","Covington","GA",30016,1995,1752,0,3,2.5,"210 N Greenfield Cir, Covington, GA 30016",33.5898539,-83.9254822,FALSE
"9270 Scarlett Dr SW","Covington","GA",30014,1875,1438,0.34,3,2,"9270 Scarlett Dr SW, Covington, GA 30014",33.5983983,-83.886663,FALSE
"70 Westover Pl","Covington","GA",30016,2065,1945,0.29,4,2.5,"70 Westover Pl, Covington, GA 30016",33.5824652,-83.9285022,FALSE
"120 Beaverdam Ct","Covington","GA",30016,2050,1993,1.58,4,3,"120 Beaverdam Ct, Covington, GA 30016",33.5810891,-83.9155521,FALSE
"9426 Tara Dr SW","Covington","GA",30014,2295,2376,0.52,4,2.5,"9426 Tara Dr SW, Covington, GA 30014",33.6014119,-83.8868286,FALSE
"10 Beaverdam Ct","Covington","GA",30016,1810,1321,0.51,3,2,"10 Beaverdam Ct, Covington, GA 30016",33.5815901,-83.9124486,FALSE
"25 Heaton Dr","Covington","GA",30016,2449,2605,0.34,4,2.5,"25 Heaton Dr, Covington, GA 30016",33.5664124,-83.9161745,FALSE
"220 Trelawney Cir","Covington","GA",30016,2565,2042,0.62,5,3,"220 Trelawney Cir, Covington, GA 30016",33.5754928,-83.9222551,FALSE
"8201 Spillers Dr","Covington","GA",30014,1495,1079,0.28,3,2,"8201 Spillers Dr, Covington, GA 30014",33.5859598,-83.8817365,FALSE
"265 Heaton Dr","Covington","GA",30016,2145,2870,0.36,4,3,"265 Heaton Dr, Covington, GA 30016",33.5732488,-83.9155935,FALSE
"115 Tamalynn Trl","Covington","GA",30016,2310,2157,0.58,4,2,"115 Tamalynn Trl, Covington, GA 30016",33.56825,-83.9256063,FALSE
"6105 Ruth St SW","Covington","GA",30014,1865,1600,0,3,2.5,"6105 Ruth St SW, Covington, GA 30014",33.587502,-83.8715508,FALSE
"9295 Tara Dr SW","Covington","GA",30014,2045,1832,1,3,2,"9295 Tara Dr SW, Covington, GA 30014",33.5995457,-83.8860834,FALSE
"6118 Ruth St SW","Covington","GA",30014,1745,1260,0,3,2,"6118 Ruth St SW, Covington, GA 30014",33.5868275,-83.8720063,FALSE
"225 Heaton Dr","Covington","GA",30016,2195,2744,0.34,4,2.5,"225 Heaton Dr, Covington, GA 30016",33.5721615,-83.9156349,FALSE
"6106 Ruth St SW","Covington","GA",30014,1595,1953,0,3,2,"6106 Ruth St SW, Covington, GA 30014",33.587427,-83.8720167,FALSE
"40 Victoria Blvd","Oxford","GA",30054,1860,1361,0,3,2,"40 Victoria Blvd, Oxford, GA 30054",33.6250795,-83.8854624,FALSE
"180 Victoria Blvd","Oxford","GA",30054,1595,1361,0,3,2,"180 Victoria Blvd, Oxford, GA 30054",33.6272567,-83.8854624,FALSE
"151 Longstreet Ct","Oxford","GA",30054,1800,1333,0.37,3,2,"151 Longstreet Ct, Oxford, GA 30054",33.6203017,-83.8795421,FALSE
"25 Victoria Blvd","Oxford","GA",30054,1800,1790,0,3,2.5,"25 Victoria Blvd, Oxford, GA 30054",33.6247081,-83.8858764,FALSE
"1132 Brookstone Estates Dr","Loganville","GA",30052,2745,2500,0.6,4,2.5,"1132 Brookstone Estates Dr, Loganville, GA 30052",33.7463948,-83.8773477,FALSE
"6028 Cole Ln","Loganville","GA",30052,2245,1901,0.6,3,2,"6028 Cole Ln, Loganville, GA 30052",33.7480178,-83.878507,FALSE
"1108 Brookstone Estates Dr","Loganville","GA",30052,2189,1656,1,3,2,"1108 Brookstone Estates Dr, Loganville, GA 30052",33.7465658,-83.8746564,FALSE
"520 Ashland Farm Rd","Oxford","GA",30054,1900,1754,3.5,3,2.5,"520 Ashland Farm Rd, Oxford, GA 30054",33.7181754,-83.8801631,FALSE
"934 Golden Meadows Ln","Loganville","GA",30052,2470,2365,0.74,4,3,"934 Golden Meadows Ln, Loganville, GA 30052",33.7939316,-83.88776,FALSE
"2940 Green Rd","Loganville","GA",30052,2085,2167,3,4,3,"2940 Green Rd, Loganville, GA 30052",33.7874979,-83.9146004,FALSE
"3540 Stoney Creek Way","Loganville","GA",30052,2599,2332,1,4,2.5,"3540 Stoney Creek Way, Loganville, GA 30052",33.8134272,-83.918614,FALSE
"981 Alder Grove Trl","Loganville","GA",30052,2665,1848,0,3,2.5,"981 Alder Grove Trl, Loganville, GA 30052",33.7927327,-83.8643889,FALSE
"961 Alder Grove Trl","Loganville","GA",30052,2665,1848,0,3,2.5,"961 Alder Grove Trl, Loganville, GA 30052",33.7927327,-83.8643889,FALSE
"632 Stonecrest Dr","Loganville","GA",30052,2175,2312,0.88,4,2,"632 Stonecrest Dr, Loganville, GA 30052",33.8389019,-83.9311912,FALSE
"1250 Saint James Pl","Loganville","GA",30052,2295,2186,0.36,4,2.5,"1250 Saint James Pl, Loganville, GA 30052",33.8306073,-83.8942798,FALSE
"3745 Lochview Dr","Loganville","GA",30052,2095,1493,1.01,3,2,"3745 Lochview Dr, Loganville, GA 30052",33.8080399,-83.885214,FALSE
"181 Holly Ct","Loganville","GA",30052,2095,1878,0.82,4,2,"181 Holly Ct, Loganville, GA 30052",33.8291342,-83.9084346,FALSE
"4245 Perrinton Trl","Loganville","GA",30052,2479,1491,0.53,3,2,"4245 Perrinton Trl, Loganville, GA 30052",33.8308148,-83.9301984,FALSE
"1011 Alder Grove Trl","Loganville","GA",30052,2665,1848,0,3,2.5,"1011 Alder Grove Trl, Loganville, GA 30052",33.7927327,-83.8643889,FALSE
"517 Ashton Manor Dr","Loganville","GA",30052,2325,2176,0.37,4,3,"517 Ashton Manor Dr, Loganville, GA 30052",33.8481926,-83.9213448,FALSE
"240 Fox Run","Loganville","GA",30052,2099,2661,0.37,4,2.5,"240 Fox Run, Loganville, GA 30052",33.83953,-83.9218827,FALSE
"3718 Southfield Ct","Loganville","GA",30052,2800,2400,0,4,3,"3718 Southfield Ct, Loganville, GA 30052",33.8389977,-83.9007382,FALSE
"3705 Southfield Ct","Loganville","GA",30052,3020,2600,0,4,2.5,"3705 Southfield Ct, Loganville, GA 30052",33.8389977,-83.9007382,FALSE
"3740 Aristocrat Ct","Loganville","GA",30052,2915,2028,0.28,4,3,"3740 Aristocrat Ct, Loganville, GA 30052",33.8508609,-83.9323081,FALSE
"1157 Granite Ln","Loganville","GA",30052,2050,1965,0.4,4,3,"1157 Granite Ln, Loganville, GA 30052",33.8420552,-83.8841791,FALSE
"203 Bay Creek Cv","Loganville","GA",30052,1500,720,0,2,1,"203 Bay Creek Cv, Loganville, GA 30052",33.8403531,-83.8903285,FALSE
"464 Village Way","Loganville","GA",30052,1845,1836,0,4,2.5,"464 Village Way, Loganville, GA 30052",33.8181551,-83.8753603,FALSE
"917 Southfork Dr","Loganville","GA",30052,2400,2524,0,3,2.5,"917 Southfork Dr, Loganville, GA 30052",33.8143317,-83.8788797,FALSE
"112 Chase Landing Dr","Loganville","GA",30052,2525,1830,0,3,2.5,"112 Chase Landing Dr, Loganville, GA 30052",33.8515405,-83.9010807,FALSE
"3384 Watson Meadow Ln","Loganville","GA",30052,2400,2746,0,5,3,"3384 Watson Meadow Ln, Loganville, GA 30052",33.8649088,-83.9264751,FALSE
"2900 Cove Crossing Dr","Lawrenceville","GA",30045,2200,1544,1.35,3,2,"2900 Cove Crossing Dr, Lawrenceville, GA 30045",33.8941708,-83.8963908,FALSE
"1420 Princeton View Ct","Loganville","GA",30052,2245,1694,0.52,3,2,"1420 Princeton View Ct, Loganville, GA 30052",33.8828856,-83.8710953,FALSE
"120 Lake Valley Dr","Loganville","GA",30052,2195,2280,0.28,4,2.5,"120 Lake Valley Dr, Loganville, GA 30052",33.8606632,-83.9276733,FALSE
"3174 Watson Meadow Ln","Loganville","GA",30052,2585,2463,0,4,2.5,"3174 Watson Meadow Ln, Loganville, GA 30052",33.8684759,-83.927468,FALSE
"4035 Hollow Spring Trl","Loganville","GA",30052,2295,1870,0.35,5,2,"4035 Hollow Spring Trl, Loganville, GA 30052",33.8573407,-83.8923964,FALSE
"1141 High Tide Ct","Loganville","GA",30052,2595,2600,0.28,5,3,"1141 High Tide Ct, Loganville, GA 30052",33.8711077,-83.8744079,FALSE
"3390 Watson Gate Rd","Loganville","GA",30052,2479,2800,0,3,2,"3390 Watson Gate Rd, Loganville, GA 30052",33.864469,-83.9254822,FALSE
"4042 Plymouth Rock Dr","Loganville","GA",30052,2599,2490,0,4,3,"4042 Plymouth Rock Dr, Loganville, GA 30052",33.872666,-83.8778032,FALSE
"3902 Plymouth Rock Dr","Loganville","GA",30052,2500,2698,0,4,2.5,"3902 Plymouth Rock Dr, Loganville, GA 30052",33.8719724,-83.880453,FALSE
"711 Sweet Ashley Way","Loganville","GA",30052,2215,2244,0,3,2.5,"711 Sweet Ashley Way, Loganville, GA 30052",33.853942,-83.9260614,FALSE
"3866 Pine Village Pl","Loganville","GA",30052,2349,1718,0,3,2,"3866 Pine Village Pl, Loganville, GA 30052",33.8710802,-83.8826058,FALSE
"1568 Timber Heights Dr","Loganville","GA",30052,2020,1648,0.52,3,2.5,"1568 Timber Heights Dr, Loganville, GA 30052",33.8885814,-83.8747392,FALSE
"3224 Hideaway Ln","Loganville","GA",30052,3000,3500,0,5,4,"3224 Hideaway Ln, Loganville, GA 30052",33.8652063,-83.9184072,FALSE
"3553 Woodshade Dr","Loganville","GA",30052,2850,3508,0,4,4,"3553 Woodshade Dr, Loganville, GA 30052",33.8627299,-83.9192761,FALSE
"230 Chloe Dianne Dr","Loganville","GA",30052,3700,4950,0,7,5,"230 Chloe Dianne Dr, Loganville, GA 30052",33.888488,-83.9255235,FALSE
"4964 Pebblebrook Dr","Douglasville","GA",30135,2340,2350,0,4,2,"4964 Pebblebrook Dr, Douglasville, GA 30135",33.6706139,-84.7979392,FALSE
"4669 Ridge Dr","Winston","GA",30187,2195,1716,0,4,2,"4669 Ridge Dr, Winston, GA 30187",33.6788604,-84.8112065,FALSE
"7396 Mason Falls Dr","Winston","GA",30187,2345,2088,35.34,3,2,"7396 Mason Falls Dr, Winston, GA 30187",33.7063174,-84.8172583,FALSE
"7280 Hollyhock Dr","Douglasville","GA",30135,1895,2784,0,3,2,"7280 Hollyhock Dr, Douglasville, GA 30135",33.6640204,-84.8131831,FALSE
"6814 Laurel View Ct","Douglasville","GA",30135,1495,1416,0.48,3,2,"6814 Laurel View Ct, Douglasville, GA 30135",33.6834534,-84.7986729,FALSE
"1993 White Top Rd","Lawrenceville","GA",30045,2295,2786,0,3,2.5,"1993 White Top Rd, Lawrenceville, GA 30045",33.910816,-83.9283781,FALSE
"418 Ryston Way","Lawrenceville","GA",30045,3199,2800,0,5,4,"418 Ryston Way, Lawrenceville, GA 30045",33.9255183,-83.9214896,FALSE
"1442 Sand Way","Lawrenceville","GA",30045,3020,2681,0,4,3,"1442 Sand Way, Lawrenceville, GA 30045",33.9324213,-83.9254822,FALSE
"1950 Lee Patrick Dr","Dacula","GA",30019,2695,2504,1,4,2.5,"1950 Lee Patrick Dr, Dacula, GA 30019",33.9192702,-83.8798733,FALSE
"1918 Tribble Crest Dr","Lawrenceville","GA",30045,3270,4375,0.63,3,2,"1918 Tribble Crest Dr, Lawrenceville, GA 30045",33.9211772,-83.8995158,FALSE
"1945 Grayson Oaks Ct","Lawrenceville","GA",30045,2095,1858,1,4,2,"1945 Grayson Oaks Ct, Lawrenceville, GA 30045",33.919197,-83.9152211,FALSE
"457 Leaflet Ives Trl","Lawrenceville","GA",30045,2325,2767,0,3,2.5,"457 Leaflet Ives Trl, Lawrenceville, GA 30045",33.9130281,-83.9283368,FALSE
"312 Leaflet Ives Trl","Lawrenceville","GA",30045,2280,2041,0,3,2.5,"312 Leaflet Ives Trl, Lawrenceville, GA 30045",33.9117278,-83.9310257,FALSE
"2492 Indian Bluffs Dr","Dacula","GA",30019,2040,1758,0.52,3,2,"2492 Indian Bluffs Dr, Dacula, GA 30019",33.95559,-83.8758364,FALSE
"2061 Lily Valley Dr","Lawrenceville","GA",30045,2725,2041,0,3,2.5,"2061 Lily Valley Dr, Lawrenceville, GA 30045",33.9717724,-83.9314808,FALSE
"1661 Lapland Dr","Lawrenceville","GA",30045,2795,3082,0.31,5,3,"1661 Lapland Dr, Lawrenceville, GA 30045",33.9533057,-83.9089725,FALSE
"1747 Campbell Ives Ct","Lawrenceville","GA",30045,2649,2518,0.39,4,3,"1747 Campbell Ives Ct, Lawrenceville, GA 30045",33.9561565,-83.9060757,FALSE
"513 Alcovy Park Dr","Lawrenceville","GA",30045,2595,2475,0.29,5,3,"513 Alcovy Park Dr, Lawrenceville, GA 30045",33.9703126,-83.9141261,FALSE
"2412 Robin Ridge Dr","Dacula","GA",30019,2130,1557,0.42,3,2,"2412 Robin Ridge Dr, Dacula, GA 30019",33.980783,-83.8961011,FALSE
"2786 Kristi Beth Ct","Dacula","GA",30019,1895,1486,0.58,3,2,"2786 Kristi Beth Ct, Dacula, GA 30019",33.9713459,-83.8737868,FALSE
